Last Name,First Name,Type,MAIN QUEST NPC,SIDE QUEST NPC,Lifestyle,House Name,Faction,Occupation,Age,Bar Disposition,Party Disposition
Stannis,Old,Citizen,0,0,Comfortable,Unaffiliated,Independent,Ferryman to Skullport,54,13,5
Starsong,Davil,Citizen,1,0,Wealthy,Unaffiliated,Doom Raiders,Zhentarim,23,12,14
Statget,Captain,Citizen,0,0,Modest,Unaffiliated,Dock Ward,City Watch,70,54,43
Stonefist,Yagra,Citizen,1,0,Comfortable,Unaffiliated,Zhentarim,Mercenary,49,-6,-5
Stormweather,Aesel,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",56,13,5
Stormweather,Aesin,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",88,46,41
Stormweather,Bresyn,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",54,36,26
Stormweather,Casar,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",39,33,32
Stormweather,Corel,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",72,-21,-14
Stormweather,Corin,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",79,54,51
Stormweather,Davyr,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",45,-5,4
Stormweather,Ereus,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",38,11,4
Stormweather,Faeen,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",38,38,40
Stormweather,Fenon,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",45,13,22
Stormweather,Halus,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",79,-20,-19
Stormweather,Harkan,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",59,24,21
Stormweather,Jhardnet,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",79,-21,-23
Stormweather,Loria,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",95,36,38
Stormweather,Maras,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",80,10,8
Stormweather,Nyan,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",80,26,14
Stormweather,Pryas,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",55,44,57
Stormweather,Pryis,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",32,9,-2
Stormweather,Pryith,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",60,13,8
Stormweather,Sylel,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",104,-12,-13
Stormweather,Sylis,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",37,-1,-6
Stormweather,Toran,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",35,42,56
Stormweather,Uthas,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",104,-22,-25
Stormweather,Vaelis,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",54,-12,-3
Stormweather,Wynan,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",28,-28,-30
Stormweather,Wynith,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",55,37,28
Stormweather,Xyla,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",64,-10,-10
Stormweather,Zoror,Noble,0,0,Wealthy,Stormweather,House Stormweather,"Shipping, naval exploration",60,13,10
Sultlue,Abrior II,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",34,7,-8
Sultlue,Aesos,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",65,34,42
Sultlue,Asbrior,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",55,-11,-11
Sultlue,Belis,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",33,7,5
Sultlue,Galor,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",55,-21,-15
Sultlue,Garth,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",33,10,3
Sultlue,Halith,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",7,1,6
Sultlue,Marius,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",80,-21,-28
Sultlue,Pera,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",60,-18,-13
Sultlue,Syla,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",75,36,41
Sultlue,Sylyr,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",87,-20,-21
Sultlue,Torar,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",40,39,45
Sultlue,Toror,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",52,-18,-29
Sultlue,Uthar,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",37,51,63
Sultlue,Uthth,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",86,-4,3
Sultlue,Yarel,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",25,22,18
Sultlue,Zoros,Noble,0,0,Wealthy,Sultlue,House Sultlue,"Mercenary fighting, horse breeding and trading",62,42,48
Talmost,Belon,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",29,-3,1
Talmost,Casa,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",38,8,17
Talmost,Coranna,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",77,-8,4
Talmost,Elia,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",24,-27,-25
Talmost,Ereis,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",7,20,29
Talmost,Ereor,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",55,27,36
Talmost,Faeith,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",53,-29,-17
Talmost,Fenth,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",29,9,20
Talmost,Galan,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",45,49,56
Talmost,Halius,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",73,16,12
Talmost,Hyara II,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",48,38,43
Talmost,Ilyith,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",24,37,28
Talmost,Jorith,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",28,-17,-3
Talmost,Kaelos,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",29,-27,-18
Talmost,Pallin II,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",26,17,12
Talmost,Sylia,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",41,21,12
Talmost,Vaelor,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",64,45,60
Talmost,Wynan,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",42,-12,-24
Talmost,Xyla,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",48,-19,-30
Talmost,Xylus,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",19,16,2
Talmost,Yarar,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",22,10,-3
Talmost,Yaryr,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",14,-29,-24
Talmost,Zorth,Noble,0,0,Wealthy,Talmost,House Talmost,"Textiles, fashion clothing, furs",38,-1,13
Tarm,Aesas,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",90,5,-5
Tarm,Aesius,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",32,53,65
Tarm,Aeson,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",95,41,37
Tarm,Alith,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",51,16,6
Tarm,Arum,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",36,7,0
Tarm,Bresin,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",40,50,39
Tarm,Casia,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",59,51,40
Tarm,Coren,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",84,-24,-10
Tarm,Coron,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",7,59,63
Tarm,Darus,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",56,38,38
Tarm,Ela,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",5,59,52
Tarm,Elius,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",40,48,52
Tarm,Faeia,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",71,7,10
Tarm,Fenos,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",27,-28,-28
Tarm,Galeth,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",95,8,17
Tarm,Galyn,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",42,38,34
Tarm,Galyr,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",29,21,22
Tarm,Garin,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",48,26,30
Tarm,Garth,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",75,-9,-10
Tarm,Ilyor,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",28,7,22
Tarm,Jora,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",55,20,21
Tarm,Kaelith,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",64,-18,-28
Tarm,Lora,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",42,-28,-37
Tarm,Lora,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",86,50,39
Tarm,Lorth,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",13,-14,-23
Tarm,Marius,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",12,-1,-7
Tarm,Maryr,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",56,24,34
Tarm,Raelith,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",8,-9,-6
Tarm,Selpara,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",48,-14,-25
Tarm,Thentivil,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",60,13,28
Tarm,Tora,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",65,58,71
Tarm,Toryn,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",7,-4,-12
Tarm,Uthis,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",20,-16,-11
Tarm,Uthon,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",83,-25,-22
Tarm,Vaeleth,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",15,35,26
Tarm,Vaelius,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",13,52,40
Tarm,Vaelon,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",78,34,41
Tarm,Vaelyn,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",56,-3,11
Tarm,Wynith,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",64,39,46
Tarm,Wynith,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",35,34,30
Tarm,Wynius,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",41,27,29
Tarm,Xylan,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",69,18,6
Tarm,Yara,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",39,11,21
Tarm,Zoris,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",52,-3,4
Tarm,Zoris,Noble,0,0,Wealthy,Tarm,House Tarm,"Caravan mastering, horse breeding and training",11,-3,-16
Tchazzam,Carina,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",30,-6,-16
Tchazzam,Daryr,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",53,35,49
Tchazzam,Davos,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",28,21,31
Tchazzam,Davus,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",92,6,1
Tchazzam,Elius,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",83,-18,-25
Tchazzam,Faeanna,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",77,28,43
Tchazzam,Faeon,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",54,22,33
Tchazzam,Galis,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",50,-10,-3
Tchazzam,Galis,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",53,6,18
Tchazzam,Joris,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",39,-1,1
Tchazzam,Kaelar,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",75,47,54
Tchazzam,Lara,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",55,34,49
Tchazzam,Maras,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",4,-24,-14
Tchazzam,Pryen,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",9,35,45
Tchazzam,Raelia,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",45,-17,-10
Tchazzam,Raelon,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",47,32,29
Tchazzam,Torel,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",64,34,40
Tchazzam,Ulboth,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",59,42,51
Tchazzam,Wynus,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",50,58,60
Tchazzam,Xylos,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",17,11,12
Tchazzam,Yarin,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",4,43,52
Tchazzam,Zorar,Noble,0,0,Wealthy,Tchazzam,House Tchazzam,"Archery, hunting, bowyers and fletchers",16,-20,-22
Tesper,Armult,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",55,14,15
Tesper,Belanna,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",90,38,41
Tesper,Belas,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",32,1,-2
Tesper,Belyr,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",78,28,34
Tesper,Charrin,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",34,13,15
Tesper,Davyn,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",54,18,3
Tesper,Elith,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",1,-2,-7
Tesper,Halith,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",4,34,22
Tesper,Halus,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",55,43,56
Tesper,Joria,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",74,1,16
Tesper,Joror,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",47,-23,-16
Tesper,Kaelith,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",33,48,41
Tesper,Loros,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",31,-30,-44
Tesper,Marel,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",45,41,54
Tesper,Nleera,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",60,14,9
Tesper,Nyen,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",82,31,19
Tesper,Tora,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",1,-1,5
Tesper,Torius,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",37,-22,-8
Tesper,Wynel,Noble,0,0,Wealthy,Tesper,House Tesper,"Guardianship, skill-at-arms",33,-22,-24
Thann,Aesa,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",70,37,30
Thann,Alin,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",99,2,-3
Thann,Belth,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",53,29,19
Thann,Cassandra,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",66,35,47
Thann,Darel,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",69,25,24
Thann,Daris,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",100,18,31
Thann,Dartek,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",41,55,60
Thann,Darth,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",65,-19,-6
Thann,Davin,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",82,26,14
Thann,Erein,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",72,7,19
Thann,Faeos,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",35,25,31
Thann,Halor,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",21,17,5
Thann,Ilyth,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",31,57,56
Thann,Loria,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",59,41,38
Thann,Lorth,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",12,26,25
Thann,Marius,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",88,49,44
Thann,Maros,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",60,-16,-4
Thann,Oris,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",12,58,46
Thann,Pryia,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",15,-24,-23
Thann,Qilel,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",12,20,23
Thann,Raelth,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",45,-26,-26
Thann,Rhammas,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",65,27,24
Thann,Vaelia,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",82,36,31
Thann,Wynas,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",56,6,18
Thann,Yaryn,Noble,0,0,Wealthy,Thann,House Thann,"Landowning, shipping, fine wines, trade",39,14,7
Thongolir,Aesius,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",37,-26,-31
Thongolir,Belanna,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",14,12,7
Thongolir,Bilaerus II,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",61,21,35
Thongolir,Bresis,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",76,-7,-20
Thongolir,Bresor,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",59,36,51
Thongolir,Casel,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",20,-19,-25
Thongolir,Dolerphus IV,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",41,55,58
Thongolir,Elus,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",37,38,53
Thongolir,Eva,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",57,-19,-20
Thongolir,Faeyr,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",88,24,18
Thongolir,Feneth,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",61,39,32
Thongolir,Fenth,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",11,-30,-34
Thongolir,Garus,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",69,48,48
Thongolir,Halius,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",30,-13,-24
Thongolir,Halon,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",18,-9,-10
Thongolir,Joreth,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",52,51,50
Thongolir,Joros,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",56,57,57
Thongolir,Kaelor,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",33,-21,-15
Thongolir,Nyan,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",50,8,19
Thongolir,Nyanna,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",89,55,47
Thongolir,Oron,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",43,31,34
Thongolir,Pryia,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",49,10,21
Thongolir,Qilos,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",33,56,56
Thongolir,Raelen,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",94,-9,-2
Thongolir,Raelon,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",86,18,14
Thongolir,Tora,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",8,24,38
Thongolir,Toren,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",61,-5,9
Thongolir,Uthyr,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",28,-14,-5
Thongolir,Vaelith,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",60,27,22
Thongolir,Wynon,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",78,40,41
Thongolir,Wynth,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",40,11,-3
Thongolir,Xylar,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",96,18,30
Thongolir,Xylia,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",83,9,18
Thongolir,Xylin,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",84,59,66
Thongolir,Xylon,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",79,-6,-19
Thongolir,Zorith,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",79,56,65
Thongolir,Zorius,Noble,0,0,Wealthy,Thongolir,House Thongolir,"Calligraphy, limning, printing",66,-13,0
Thorne,Amaryllis,Citizen,0,1,Modest,Unaffiliated,Independent,Halfling Acrobat Bouncer,23,84,92
Thorp,Bresyn,Noble,0,0,Wealthy,Thorp,House Thorp,"Caravan mastering, mercenary fighting",113,56,46
Thorp,Hulameros,Noble,0,0,Wealthy,Thorp,House Thorp,"Caravan mastering, mercenary fighting",54,42,54
Thorp,Hulmara,Noble,0,0,Wealthy,Thorp,House Thorp,"Caravan mastering, mercenary fighting",83,-5,-4
Thorp,Nyeth,Noble,0,0,Wealthy,Thorp,House Thorp,"Caravan mastering, mercenary fighting",104,25,36
Thunderstaff,Alar,Noble,0,0,Wealthy,Thunderstaff,House Thunderstaff,"Magecraft, mercenary fighting, caravan mastering",91,1,3
Thunderstaff,Arsten II,Noble,0,0,Wealthy,Thunderstaff,House Thunderstaff,"Magecraft, mercenary fighting, caravan mastering",34,-21,-6
Thunderstaff,Baerom II,Noble,0,0,Wealthy,Thunderstaff,House Thunderstaff,"Magecraft, mercenary fighting, caravan mastering",60,31,34
Thunderstaff,Belith,Noble,0,0,Wealthy,Thunderstaff,House Thunderstaff,"Magecraft, mercenary fighting, caravan mastering",33,5,12
Thunderstaff,Bresas,Noble,0,0,Wealthy,Thunderstaff,House Thunderstaff,"Magecraft, mercenary fighting, caravan mastering",35,10,23
Thunderstaff,Bresyn,Noble,0,0,Wealthy,Thunderstaff,House Thunderstaff,"Magecraft, mercenary fighting, caravan mastering",61,34,23
Thunderstaff,Casan,Noble,0,0,Wealthy,Thunderstaff,House Thunderstaff,"Magecraft, mercenary fighting, caravan mastering",47,44,38
Thunderstaff,Casia,Noble,0,0,Wealthy,Thunderstaff,House Thunderstaff,"Magecraft, mercenary fighting, caravan mastering",34,41,36
Thunderstaff,Daryr,Noble,0,0,Wealthy,Thunderstaff,House Thunderstaff,"Magecraft, mercenary fighting, caravan mastering",19,15,11
